timesteps,episodes_completed,normalized_reward_mean,extrinsic_reward_mean,intrinsic_reward_mean,speed_penalty_mean,total_reward_mean,episode_return_mean,episode_length_mean,global_parts,ep_parts,global_left_geoms,global_right_geoms,ep_left_geoms,ep_right_geoms,log_std_mean,action_std_mean,randinit_prob,randinit_noise,episode_idx,episode_steps
30720,30,9.495126586104297e-05,0.0,3e-05,0.0,3e-05,1.9910507000000002,1000.0,18.0,16.0,4.0,4.0,2.0,3.0,-0.016896000131964684,0.9832459367653833,0.03,0.127,31.0,720.0
32768,32,0.00020094499541172616,0.0,6.345238095238096e-05,0.0,6.345238095238096e-05,1.98652671875,1000.0,18.0,17.0,4.0,4.0,3.0,2.0,-0.01802239939570427,0.9821390327910811,0.032,0.1288,33.0,768.0
34816,34,4.769584595668848e-05,0.0,1.5e-05,0.0,1.5e-05,1.9764873235294118,1000.0,18.0,16.0,4.0,4.0,3.0,3.0,-0.019148802384734154,0.9810333712760237,0.034,0.1306,35.0,816.0
36864,36,4.781079903240777e-05,0.0,1.5e-05,0.0,1.5e-05,1.9741844444444443,1000.0,18.0,17.0,4.0,4.0,4.0,4.0,-0.02027519978582859,0.9799289599560222,0.036,0.1324,37.0,864.0
38912,38,3.209243397886545e-05,0.0,1e-05,0.0,1e-05,1.9767824999999999,1000.0,18.0,16.0,4.0,4.0,2.0,3.0,-0.021401600912213326,0.9788257882952914,0.038,0.1342,39.0,912.0
40960,40,0.0004510866308619563,0.0,0.00014000000000000004,0.0,0.00014000000000000004,1.97327015,1000.0,18.0,15.0,4.0,4.0,3.0,3.0,-0.02252800203859806,0.9777238585487839,0.04,0.136,41.0,960.0
43008,43,0.0118370587070462,0.0,0.00366,0.0,0.00366,1.969283418604651,1000.0,18.0,9.0,4.0,4.0,1.0,1.0,-0.023654401302337646,0.9766231711374959,0.043,0.1387,44.0,8.0
45056,45,0.026605241190175426,0.0,0.008215000000000002,0.0,0.008215000000000002,1.9676978,1000.0,18.0,14.0,4.0,4.0,2.0,3.0,-0.02478080242872238,0.9755237210246426,0.045,0.1405,46.0,56.0
47104,47,0.024292556794573327,0.0,0.007527976190476191,0.0,0.007527976190476191,1.967807914893617,1000.0,18.0,14.0,4.0,4.0,2.0,2.0,-0.025907199829816818,0.9744255122664346,0.047,0.14229999999999998,48.0,104.0
49152,49,0.029203262959441027,0.0,0.009041785714285716,0.0,0.009041785714285716,1.9650344081632654,1000.0,18.0,16.0,4.0,4.0,2.0,2.0,-0.027033600956201553,0.9733285362053601,0.049,0.1441,50.0,152.0
51200,51,0.029247828760936213,0.0,0.009046785714285714,0.0,0.009046785714285714,1.96644668627451,1000.0,18.0,15.0,4.0,4.0,2.0,2.0,-0.02816000208258629,0.9722327950837073,0.051,0.1459,52.0,200.0
53248,53,0.0026695268722714827,0.0,0.0008271428571428572,0.0,0.0008271428571428572,1.9646508490566041,1000.0,18.0,16.0,4.0,4.0,2.0,3.0,-0.029286401346325874,0.9711382893201082,0.053,0.1477,54.0,248.0
55296,55,0.0020114822011155233,0.0,0.0006235714285714287,0.0,0.0006235714285714287,1.9644522909090911,1000.0,18.0,16.0,5.0,4.0,2.0,3.0,-0.03041280247271061,0.9700450139060653,0.055,0.1495,56.0,296.0
57344,57,0.000776615831886064,0.0,0.00024000000000000003,0.0,0.00024000000000000003,1.9624138596491227,1000.0,18.0,15.0,5.0,4.0,3.0,3.0,-0.031539201736450195,0.9689529710701935,0.057,0.1513,58.0,344.0
59392,59,3.2254155589161014e-05,0.0,1e-05,0.0,1e-05,1.9605697288135593,1000.0,18.0,16.0,5.0,4.0,3.0,3.0,-0.03266559913754463,0.9678621594208333,0.059,0.1531,60.0,392.0
61440,61,0.003091297054624819,0.0,0.0009567857142857143,0.0,0.0009567857142857143,1.9599288852459016,1000.0,18.0,15.0,5.0,4.0,2.0,3.0,-0.03379200026392937,0.9667725721656362,0.061,0.1549,62.0,440.0
63488,63,7.2539209766644e-05,0.0,2.25e-05,0.0,2.25e-05,1.9592229047619045,1000.0,19.0,17.0,5.0,4.0,3.0,4.0,-0.0349184051156044,0.965684207934333,0.063,0.1567,64.0,488.0
65536,65,6.439775580077032e-05,0.0,2e-05,0.0,2e-05,1.964848276923077,1000.0,19.0,15.0,5.0,4.0,2.0,3.0,-0.03604479879140854,0.9645970797318002,0.065,0.15850000000000003,66.0,536.0
67584,67,0.0014729175037256328,0.0,0.0004567857142857143,0.0,0.0004567857142857143,1.9664213880597017,1000.0,19.0,16.0,5.0,4.0,2.0,3.0,-0.03717120364308357,0.9635111646061281,0.067,0.1603,68.0,584.0
69632,69,0.0006458849602437409,0.0,0.0002,0.0,0.0002,1.967473347826087,1000.0,19.0,15.0,5.0,4.0,3.0,3.0,-0.03829760476946831,0.9624264755572006,0.069,0.16210000000000002,70.0,632.0
71680,71,0.00014530837351337387,0.0,4.5e-05,0.0,4.5e-05,1.9670243943661974,1000.0,19.0,15.0,5.0,4.0,3.0,3.0,-0.039423998445272446,0.9613430147779459,0.071,0.1639,72.0,680.0
73728,73,6.462892790119711e-05,0.0,2e-05,0.0,2e-05,1.9659239178082193,1000.0,19.0,16.0,5.0,4.0,3.0,3.0,-0.04055039957165718,0.9602607665604914,0.073,0.16570000000000001,74.0,728.0
75776,75,0.0004355279251126457,0.0,0.00013500000000000003,0.0,0.00013500000000000003,1.9682294400000004,1000.0,19.0,16.0,5.0,4.0,3.0,3.0,-0.041676800698041916,0.9591797367023386,0.075,0.1675,76.0,776.0
77824,77,0.0006625072722884793,0.0,0.00020499999999999997,0.0,0.00020499999999999997,1.9691634935064937,1000.0,19.0,15.0,5.0,4.0,4.0,3.0,-0.04280320182442665,0.9580999238318988,0.077,0.1693,78.0,824.0
79872,79,0.0009147015347169915,0.0,0.000283452380952381,0.0,0.000283452380952381,1.9695101645569622,1000.0,19.0,16.0,6.0,4.0,4.0,2.0,-0.043929602950811386,0.9570213265791274,0.079,0.17110000000000003,80.0,872.0
81920,81,0.002813736901381865,0.0,0.0008735714285714287,0.0,0.0008735714285714287,1.9700786913580248,1000.0,19.0,18.0,6.0,4.0,3.0,4.0,-0.04505600407719612,0.9559439435755224,0.081,0.1729,82.0,920.0
83968,83,0.00014508880605934306,0.0,4.5e-05,0.0,4.5e-05,1.9729815542168676,1000.0,19.0,15.0,6.0,4.0,3.0,3.0,-0.046182405203580856,0.9548677734541219,0.083,0.17470000000000002,84.0,968.0
86016,86,0.013620873700494935,0.0,0.0042173809523809525,0.0,0.0042173809523809525,1.9724949302325585,1000.0,19.0,8.0,6.0,4.0,1.0,0.0,-0.04730880260467529,0.9537928184026585,0.086,0.1774,87.0,16.0
88064,88,0.025245670700282035,0.0,0.007816428571428571,0.0,0.007816428571428571,1.9727003977272723,1000.0,19.0,14.0,6.0,4.0,2.0,3.0,-0.04843520745635033,0.9527190663977811,0.088,0.1792,89.0,64.0
90112,90,0.026727407619160558,0.0,0.008285,0.0,0.008285,1.9724705444444441,1000.0,19.0,14.0,6.0,4.0,3.0,3.0,-0.04956160485744476,0.9516465302817646,0.09,0.181,91.0,112.0
92160,92,0.0299244694463395,0.0,0.009266785714285715,0.0,0.009266785714285715,1.9732908043478259,1000.0,19.0,15.0,6.0,4.0,3.0,3.0,-0.0506879985332489,0.9505752051286643,0.092,0.18280000000000002,93.0,160.0
94208,94,0.023340328483595116,0.0,0.007231785714285716,0.0,0.007231785714285716,1.9734999148936168,1000.0,19.0,16.0,6.0,4.0,2.0,3.0,-0.051814399659633636,0.9495050789557035,0.094,0.18460000000000001,95.0,208.0
96256,96,0.0012704378145391494,0.0,0.00039523809523809526,0.0,0.00039523809523809526,1.97305225,1000.0,19.0,15.0,6.0,4.0,3.0,3.0,-0.05294080451130867,0.9484361539622469,0.096,0.1864,97.0,256.0
98304,98,0.0027415088463672143,0.0,0.0008535714285714287,0.0,0.0008535714285714287,1.9734921428571428,1000.0,19.0,16.0,6.0,4.0,3.0,3.0,-0.05406720191240311,0.947368439391669,0.098,0.1882,99.0,304.0
100352,100,0.00327898762116943,0.0,0.0010217857142857144,0.0,0.0010217857142857144,1.9732630100000004,1000.0,19.0,15.0,6.0,4.0,4.0,3.0,-0.05519360303878784,0.9463019232896707,0.1,0.19,101.0,352.0
102400,102,8.026893065683289e-05,0.0,2.5e-05,0.0,2.5e-05,1.9723825000000004,1000.0,19.0,16.0,6.0,4.0,3.0,3.0,-0.05632000416517258,0.945236607836278,0.102,0.1918,103.0,400.0
104448,104,0.0009191002642539262,0.0,0.0002867857142857143,0.0,0.0002867857142857143,1.9732215288461536,1000.0,19.0,16.0,7.0,5.0,3.0,3.0,-0.057446401566267014,0.9441724951971571,0.104,0.1936,105.0,448.0
106496,106,9.621915482242124e-05,0.0,3e-05,0.0,3e-05,1.9752148773584903,1000.0,19.0,16.0,7.0,5.0,3.0,2.0,-0.05857280269265175,0.9431095769835861,0.106,0.19540000000000002,107.0,496.0
108544,108,0.0003845098574834536,0.0,0.00012000000000000006,0.0,0.00012000000000000006,1.9743563981481482,1000.0,19.0,14.0,7.0,5.0,4.0,3.0,-0.059699203819036484,0.9420478553682369,0.108,0.1972,109.0,544.0
110592,110,3.20356586233347e-05,0.0,1e-05,0.0,1e-05,1.9739687454545454,1000.0,19.0,15.0,7.0,5.0,4.0,3.0,-0.06082560494542122,0.9409873290040185,0.11,0.199,111.0,592.0
112640,112,0.00011201828989137014,0.0,3.5000000000000004e-05,0.0,3.5000000000000004e-05,1.9739488928571427,1000.0,19.0,16.0,7.0,5.0,4.0,3.0,-0.061952002346515656,0.9399280000468615,0.112,0.2008,113.0,640.0
114688,114,6.407160701276689e-05,0.0,2e-05,0.0,2e-05,1.973406140350877,1000.0,19.0,16.0,7.0,5.0,2.0,3.0,-0.06307840347290039,0.9388698601457552,0.114,0.2026,115.0,688.0
116736,116,0.0004803107462932084,0.0,0.00015000000000000004,0.0,0.00015000000000000004,1.9750524568965515,1000.0,19.0,16.0,7.0,5.0,2.0,3.0,-0.06420479714870453,0.9378129184508551,0.116,0.20440000000000003,117.0,736.0
118784,118,0.00020306460285927358,0.0,6.345238095238094e-05,0.0,6.345238095238094e-05,1.9755182711864403,1000.0,19.0,17.0,7.0,5.0,4.0,3.0,-0.06533119827508926,0.9367571596387586,0.118,0.2062,119.0,784.0
120832,120,0.0004800491597511949,0.0,0.00015,0.0,0.00015,1.9776826416666666,1000.0,19.0,16.0,7.0,5.0,5.0,3.0,-0.066457599401474,0.935702589365066,0.12,0.20800000000000002,121.0,832.0
122880,122,4.7984373634905425e-05,0.0,1.5e-05,0.0,1.5e-05,1.9788306967213114,1000.0,19.0,16.0,7.0,5.0,4.0,3.0,-0.06758400052785873,0.9346492062917601,0.122,0.2098,123.0,880.0
124928,124,0.00022409428174454204,0.0,7.000000000000001e-05,0.0,7.000000000000001e-05,1.9807026693548389,1000.0,19.0,15.0,7.0,5.0,4.0,3.0,-0.06871040910482407,0.9335970021264902,0.124,0.2116,125.0,928.0
126976,126,0.00012791321558298273,0.0,4e-05,0.0,4e-05,1.9810675555555555,1000.0,19.0,16.0,7.0,5.0,3.0,4.0,-0.0698368102312088,0.93254598945376,0.126,0.2134,127.0,976.0
129024,129,0.020908337674001465,0.0,0.006551428571428572,0.0,0.006551428571428572,1.986055457364341,1000.0,19.0,12.0,11.0,7.0,2.0,1.0,-0.07096319645643234,0.9314961738567613,0.129,0.21610000000000001,130.0,24.0
131072,131,0.025580968924303695,0.0,0.008015000000000001,0.0,0.008015000000000001,1.9863415954198476,1000.0,19.0,14.0,11.0,7.0,3.0,3.0,-0.07208959758281708,0.9304475262271168,0.131,0.2179,132.0,72.0
133120,133,0.029242907294606817,0.0,0.009163333333333334,0.0,0.009163333333333334,1.9858054887218044,1000.0,19.0,15.0,11.0,7.0,4.0,3.0,-0.07321599870920181,0.929400059130342,0.133,0.2197,134.0,120.0
135168,135,0.02988815473978261,0.0,0.009366785714285716,0.0,0.009366785714285716,1.9867279481481483,1000.0,19.0,16.0,11.0,7.0,2.0,3.0,-0.07434240728616714,0.9283537643206572,0.135,0.22150000000000003,136.0,168.0
137216,137,0.012522040137842352,0.0,0.003927976190476191,0.0,0.003927976190476191,1.9872386934306572,1000.0,19.0,16.0,11.0,7.0,3.0,3.0,-0.07546880096197128,0.9273086612208775,0.137,0.2233,138.0,216.0
139264,139,0.004742735990768523,0.0,0.001490357142857143,0.0,0.001490357142857143,1.9867921223021583,1000.0,19.0,16.0,11.0,7.0,2.0,3.0,-0.07659520953893661,0.9262647208534549,0.139,0.22510000000000002,140.0,264.0
141312,141,0.0012562004699458074,0.0,0.000395,0.0,0.000395,1.986308411347518,1000.0,19.0,16.0,12.0,7.0,6.0,1.0,-0.07772161066532135,0.9252219626208315,0.141,0.2269,142.0,312.0
143360,143,0.001089160638166583,0.0,0.00034250000000000003,0.0,0.00034250000000000003,1.9857521468531474,1000.0,19.0,16.0,12.0,7.0,3.0,3.0,-0.07884799689054489,0.9241803920623499,0.143,0.2287,144.0,360.0
145408,145,3.1797311416510886e-05,0.0,1e-05,0.0,1e-05,1.9859816689655174,1000.0,19.0,15.0,12.0,7.0,3.0,4.0,-0.07997439801692963,0.9231399802982442,0.145,0.23049999999999998,146.0,408.0
147456,147,4.766976325279667e-05,0.0,1.5e-05,0.0,1.5e-05,1.9851246122448978,1000.0,19.0,16.0,12.0,7.0,4.0,3.0,-0.08110079914331436,0.9221007397953426,0.147,0.2323,148.0,456.0
149504,149,0.00012703959287020615,0.0,4e-05,0.0,4e-05,1.9870414496644293,1000.0,19.0,17.0,12.0,7.0,2.0,2.0,-0.0822272002696991,0.921062669235078,0.149,0.2341,150.0,504.0
151552,151,0.0013660606005360312,0.0,0.00043000000000000004,0.0,0.00043000000000000004,1.9874325695364237,1000.0,19.0,17.0,12.0,7.0,3.0,3.0,-0.08335360139608383,0.9200257673003676,0.151,0.2359,152.0,552.0
153600,153,0.0005084861264117582,0.0,0.00016,0.0,0.00016,1.9872837450980396,1000.0,19.0,16.0,12.0,7.0,3.0,3.0,-0.08448000252246857,0.9189900326756113,0.153,0.2377,154.0,600.0
155648,155,0.00044459736368386566,0.0,0.00014000000000000004,0.0,0.00014000000000000004,1.9880052709677425,1000.0,19.0,17.0,12.0,7.0,4.0,3.0,-0.0856064036488533,0.9179554640466903,0.155,0.2395,156.0,648.0
157696,157,0.00025404570238937843,0.0,8e-05,0.0,8e-05,1.9882869745222933,1000.0,19.0,16.0,12.0,7.0,3.0,4.0,-0.08673280477523804,0.9169220601009648,0.157,0.24130000000000001,158.0,696.0
159744,159,4.760883530324446e-05,0.0,1.5e-05,0.0,1.5e-05,1.9879483836477991,1000.0,19.0,16.0,12.0,7.0,3.0,3.0,-0.08785920590162277,0.9158898195272729,0.159,0.2431,160.0,744.0
161792,161,0.0,0.0,0.0,0.0,0.0,1.987808534161491,1000.0,19.0,18.0,12.0,7.0,4.0,3.0,-0.08898560702800751,0.914858741015929,0.161,0.2449,162.0,792.0
163840,163,0.00011102283390929547,0.0,3.5000000000000004e-05,0.0,3.5000000000000004e-05,1.9885786319018406,1000.0,19.0,17.0,13.0,7.0,4.0,3.0,-0.09011200815439224,0.9138288232587215,0.163,0.2467,164.0,840.0
165888,165,0.0001427100237787678,0.0,4.5e-05,0.0,4.5e-05,1.9893843151515154,1000.0,19.0,18.0,13.0,7.0,3.0,3.0,-0.09123840928077698,0.9128000649489119,0.165,0.2485,166.0,888.0
167936,167,9.517561144005998e-05,0.0,3e-05,0.0,3e-05,1.990648892215569,1000.0,19.0,16.0,13.0,7.0,4.0,3.0,-0.09236481040716171,0.9117724647812323,0.167,0.2503,168.0,936.0
169984,169,0.00017451350350524162,0.0,5.4999999999999995e-05,0.0,5.4999999999999995e-05,1.990578378698225,1000.0,19.0,18.0,13.0,7.0,4.0,3.0,-0.09349120408296585,0.9107460282374715,0.169,0.2521,170.0,984.0
172032,172,0.022084637830041713,0.0,0.006957619047619047,0.0,0.006957619047619047,1.9907548895348839,1000.0,19.0,13.0,13.0,7.0,2.0,2.0,-0.09461760520935059,0.9097207404364867,0.172,0.2548,173.0,32.0
174080,174,0.02788878689370107,0.0,0.008783214285714287,0.0,0.008783214285714287,1.9919481781609196,1000.0,19.0,16.0,13.0,7.0,2.0,1.0,-0.09574400633573532,0.9086966068706478,0.174,0.2566,175.0,80.0
176128,176,0.02585736517575017,0.0,0.008140000000000001,0.0,0.008140000000000001,1.9922884545454542,1000.0,19.0,14.0,13.0,7.0,4.0,3.0,-0.09687041491270065,0.9076736194778596,0.176,0.2584,177.0,128.0
178176,178,0.02783530307205317,0.0,0.00876,0.0,0.00876,1.9930592865168537,1000.0,19.0,15.0,13.0,7.0,4.0,2.0,-0.0979968011379242,0.906651804003354,0.178,0.2602,179.0,176.0
180224,180,0.008470407345886371,0.0,0.0026659523809523813,0.0,0.0026659523809523813,1.9923828333333329,1000.0,19.0,17.0,13.0,7.0,2.0,2.0,-0.09912320971488953,0.9056311185973215,0.18,0.262,181.0,224.0
182272,182,0.003525950910536234,0.0,0.00111,0.0,0.00111,1.9906352967032965,1000.0,19.0,15.0,13.0,7.0,4.0,3.0,-0.10024961084127426,0.9046115889926885,0.182,0.26380000000000003,183.0,272.0
184320,184,0.0017004595175410422,0.0,0.0005352380952380952,0.0,0.0005352380952380952,1.9919986032608694,1000.0,19.0,16.0,13.0,7.0,3.0,1.0,-0.1013759970664978,0.9035932206054023,0.184,0.2656,185.0,320.0
186368,186,0.0014770748971438222,0.0,0.0004650000000000001,0.0,0.0004650000000000001,1.9920905268817202,1000.0,19.0,18.0,13.0,7.0,4.0,4.0,-0.10250239819288254,0.9025759851990264,0.186,0.2674,187.0,368.0
188416,188,0.006693469777855499,0.0,0.002105357142857143,0.0,0.002105357142857143,1.9928951595744677,1000.0,19.0,17.0,13.0,7.0,4.0,2.0,-0.10362879931926727,0.9015598949626766,0.188,0.2692,189.0,416.0
190464,190,7.948895975749628e-05,0.0,2.5e-05,0.0,2.5e-05,1.9939907473684209,1000.0,19.0,17.0,13.0,7.0,3.0,3.0,-0.10475520044565201,0.9005449486071584,0.19,0.271,191.0,464.0
192512,192,0.00023856610357119313,0.0,7.5e-05,0.0,7.5e-05,1.992773953125,1000.0,19.0,18.0,13.0,7.0,2.0,3.0,-0.10588160902261734,0.899531138142699,0.192,0.27280000000000004,193.0,512.0
194560,194,7.953674845264183e-05,0.0,2.5e-05,0.0,2.5e-05,1.993246087628866,1000.0,19.0,18.0,13.0,7.0,2.0,3.0,-0.10700800269842148,0.8985184823890928,0.194,0.2746,195.0,560.0
196608,196,3.1788504859138335e-05,0.0,1e-05,0.0,1e-05,1.9934652755102042,1000.0,19.0,18.0,13.0,8.0,2.0,3.0,-0.10813440382480621,0.8975069599554064,0.196,0.27640000000000003,197.0,608.0
198656,198,0.000602135705239113,0.0,0.0001892857142857143,0.0,0.0001892857142857143,1.9934596161616163,1000.0,19.0,17.0,13.0,8.0,4.0,3.0,-0.10926080495119095,0.8964965762602702,0.198,0.2782,199.0,656.0
200704,200,0.00029695527388403227,0.0,9.345238095238094e-05,0.0,9.345238095238094e-05,1.9947303749999998,1000.0,19.0,17.0,13.0,10.0,4.0,3.0,-0.11038720607757568,0.8954873300217298,0.2,0.28,201.0,704.0
202752,202,6.359958158498637e-05,0.0,2e-05,0.0,2e-05,1.9877641799999999,1000.0,19.0,17.0,13.0,10.0,4.0,3.0,-0.11151360720396042,0.894479219959274,0.202,0.28180000000000005,203.0,752.0
204800,204,1.589916641936568e-05,0.0,5e-06,0.0,5e-06,1.98875787,1000.0,19.0,18.0,13.0,10.0,3.0,2.0,-0.11264000833034515,0.8934722447938336,0.204,0.28359999999999996,205.0,800.0
206848,206,4.776914466455293e-05,0.0,1.5e-05,0.0,1.5e-05,1.99000168,1000.0,19.0,15.0,13.0,10.0,4.0,1.0,-0.11376640945672989,0.8924664032477788,0.206,0.2854,207.0,848.0
208896,208,0.00014314527923237462,0.0,4.5e-05,0.0,4.5e-05,1.990538465,1000.0,19.0,18.0,13.0,10.0,4.0,3.0,-0.11489280313253403,0.8914617006868256,0.208,0.2872,209.0,896.0
210944,210,9.541508753229831e-05,0.0,3e-05,0.0,3e-05,1.99298073,1000.0,19.0,18.0,13.0,10.0,4.0,3.0,-0.11601920425891876,0.8904581225449278,0.21,0.28900000000000003,211.0,944.0
212992,212,0.0007423062286676579,0.0,0.00023345238095238096,0.0,0.00023345238095238096,1.995032875,1000.0,19.0,18.0,13.0,10.0,3.0,3.0,-0.1171456053853035,0.8894556741981587,0.212,0.2908,213.0,992.0
215040,215,0.02162074457002775,0.0,0.006798928571428572,0.0,0.006798928571428572,1.99567835,1000.0,19.0,13.0,13.0,10.0,1.0,1.0,-0.11827200651168823,0.8884543543746324,0.215,0.2935,216.0,40.0
217088,217,0.027803853668009318,0.0,0.008745,0.0,0.008745,1.9973672800000002,1000.0,19.0,16.0,13.0,10.0,2.0,2.0,-0.11939840763807297,0.8874541618038945,0.217,0.2953,218.0,88.0
219136,219,0.03198841051673137,0.0,0.010061785714285714,0.0,0.010061785714285714,1.999881215,1000.0,19.0,18.0,13.0,10.0,3.0,3.0,-0.1205248087644577,0.8864550952169211,0.219,0.29710000000000003,220.0,136.0
221184,221,0.030259503010991576,0.0,0.009515119047619047,0.0,0.009515119047619047,2.00213669,1000.0,19.0,16.0,13.0,10.0,4.0,3.0,-0.12165120989084244,0.885457153346117,0.221,0.2989,222.0,184.0
223232,223,0.01125384648611623,0.0,0.0035399999999999997,0.0,0.0035399999999999997,2.00354538,1000.0,19.0,18.0,13.0,10.0,4.0,3.0,-0.12277761101722717,0.8844603349253137,0.223,0.3007,224.0,232.0
225280,225,0.004163431656161437,0.0,0.001310357142857143,0.0,0.001310357142857143,2.0051790699999996,1000.0,19.0,17.0,13.0,10.0,4.0,2.0,-0.12390400469303131,0.8834646452720929,0.225,0.3025,226.0,280.0
227328,227,0.0009110440856435056,0.0,0.0002867857142857143,0.0,0.0002867857142857143,2.0060628749999996,1000.0,19.0,16.0,13.0,10.0,4.0,3.0,-0.12503039836883545,0.8824700765259907,0.227,0.3043,228.0,328.0
229376,229,0.0031938315817298616,0.0,0.001005357142857143,0.0,0.001005357142857143,2.00823002,1000.0,19.0,16.0,13.0,10.0,4.0,3.0,-0.12615680694580078,0.8814766142901101,0.229,0.30610000000000004,230.0,376.0
231424,231,0.0003254738562024674,0.0,0.00010250000000000002,0.0,0.00010250000000000002,2.00968359,1000.0,19.0,19.0,13.0,10.0,4.0,4.0,-0.12728320062160492,0.8804842835888369,0.231,0.3079,232.0,424.0
233472,233,0.00031261710773120466,0.0,9.845238095238097e-05,0.0,9.845238095238097e-05,2.011762515,1000.0,19.0,17.0,13.0,10.0,4.0,3.0,-0.12840959429740906,0.8794930700133102,0.233,0.30970000000000003,234.0,472.0
235520,235,0.0018778791535943246,0.0,0.0005917857142857144,0.0,0.0005917857142857144,2.01430299,1000.0,19.0,18.0,13.0,10.0,4.0,4.0,-0.1295360028743744,0.8785029592152006,0.235,0.3115,236.0,520.0
237568,237,0.0016325048229533395,0.0,0.0005142857142857143,0.0,0.0005142857142857143,2.015848345,1000.0,19.0,18.0,13.0,10.0,4.0,3.0,-0.13066239655017853,0.8775139761344746,0.237,0.3133,238.0,568.0
239616,239,0.00026976218487961503,0.0,8.5e-05,0.0,8.5e-05,2.017943705,1000.0,19.0,18.0,13.0,10.0,4.0,3.0,-0.13178882002830505,0.876526080288366,0.239,0.3151,240.0,616.0
241664,241,3.16883962561131e-05,0.0,1e-05,0.0,1e-05,2.02149097,1000.0,20.0,17.0,14.0,10.0,4.0,3.0,-0.132915198802948,0.8755393357444893,0.241,0.3169,242.0,664.0
243712,243,0.00017424572647045731,0.0,5.4999999999999995e-05,0.0,5.4999999999999995e-05,2.0231548950000002,1000.0,20.0,18.0,14.0,10.0,2.0,3.0,-0.13404162228107452,0.8745536629274058,0.243,0.3187,244.0,712.0
245760,245,0.0,0.0,0.0,0.0,0.0,2.024331325,1000.0,20.0,19.0,14.0,10.0,4.0,4.0,-0.13516800105571747,0.8735691388218172,0.245,0.3205,246.0,760.0
